index,review,tagging
112,고기 덩어리가 질긴 게 너무 많고 국물이 너무 느끼해요 후기 믿고 주문했는데 기름이 너무 많아서 설거지할 때 혼났어요 국물이 진하지도 않고 짜기만합니다,"{'고기 덩어리가 질긴 게 너무 많고': '맛/향/풍미', '국물이 너무 느끼해요': '맛/향/풍미', '기름이 너무 많아서 설거지할 때 혼났어요': '양', '국물이 진하지도 않고 짜기만합니다': '맛/향/풍미'}"
113,소 갈비탕 너무 맛나요 ,{'소 갈비탕 너무 맛나요': '맛/향/풍미'}
114,항상 잘 먹고 있어요 ,{}
115,"여기 껀 처음 구매하는데    그냥 그러네요
국물도 맑진않쿠 고기도 세대 들어 있긴한데 좋아 보이진 않았요","{'그냥 그러네요': '맛/향/풍미', '국물도 맑진않쿠': '맛/향/풍미', '고기도 세대 들어 있긴한데 좋아 보이진 않았요': '양'}"
116,"원래 여기선 삼부자만 먹는데 언제 입고 될지 몰라
다른 것도 먹어 바서 삼부자 만큼 아니 보다 더 맛있는 걸 찾고 있어요",{}
117,쟁여 두었다가 반찬 없을 때 먹기 좋아요 맛도 괜찮아요 ,"{'쟁여 두었다가 반찬 없을 때 먹기 좋아요': '활용 방법', '맛도 괜찮아요': '맛/향/풍미'}"
118,그냥 보통 사미 헌이 더 맛있어요,{}
119,꽝꽝 얼어서 배송 잘 왔어요 후기가 너무 좋아서 기대되네요,"{'꽝꽝 얼어서 배송 잘 왔어요': '포장/배송', '후기가 너무 좋아서 기대되네요': '맛/향/풍미'}"
120,"국물이 감칠맛 나고 맛있습니다

사미헌 갈비탕에 비해 고기는 적게 들었지만
조금 더 간이 된 느낌
파 추가적으로 넣거나 따로 간 안 해도 돼요","{'국물이 감칠맛 나고 맛있습니다': '맛/향/풍미', '사미헌 갈비탕에 비해 고기는 적게 들었지만': '양', '조금 더 간이 된 느낌': '맛/향/풍미', '파 추가적으로 넣거나 따로 간 안 해도 돼요': '활용 방법'}"
121,진짜 먹을 거 없음 ,{}
122,처음 구매했는데 고기는 연해요  ,{'고기는 연해요': '맛/향/풍미'}
123,좋긴한데 좀 질겨요 뼈에 딱 붙어 잘 안 떨어지네요,"{'좋긴한데 좀 질겨요': '맛/향/풍미', '뼈에 딱 붙어 잘 안 떨어지네요': '맛/향/풍미'}"
124,늘 주문해서 먹는 상품입니다,{}
125,살이 너무너무 없어요 ㅠ 뼈만 크네요,"{'살이 너무너무 없어요': '양', '뼈만 크네요': '양'}"
126,"누런색 진짜 맛도 없고 비쥬얼도 최악
노랑 기름인지 뭔지가 뼈 옆에 붙어서
국물 색까지 누런색으로 만들고
고기는 너무 질기고
양심 없는  돈 버림","{'누런색 진짜 맛도 없고 비쥬얼도 최악': '맛/향/풍미', '국물 색까지 누런색으로 만들고': '맛/향/풍미', '고기는 너무 질기고': '맛/향/풍미', '양심 없는 돈 버림': '가격'}"
127,너무 맛있어요 1 팩 먹고 맛나서 2 팩 더 주문했어요 저번보다 살도 많아요,"{'너무 맛있어요': '맛/향/풍미', '맛나서 2 팩 더 주문했어요': '양', '저번보다 살도 많아요': '양'}"
128,든든하게 한 끼용으로 좋아요,{'든든하게 한 끼용으로 좋아요': '양'}
129,늘 맛있게 잘 먹고 있습니디,{}
130,파는 제가 조금 더 넣었고 갈비대는 모두 제거 후 고기 자른 상태 간도 괜찮고 고기도 실하게 들었네요,"{'파는 제가 조금 더 넣었고': '활용 방법', '갈비대는 모두 제거 후 고기 자른 상태': '활용 방법', '간도 괜찮고': '맛/향/풍미', '고기도 실하게 들었네요': '양'}"
131,갈비탕 특유의 맛이 아닌 밍밍한 맛이라 파 무 양념 추가해서 먹었어요,"{'갈비탕 특유의 맛이 아닌 밍밍한 맛이라': '맛/향/풍미', '파 무 양념 추가해서 먹었어요': '활용 방법'}"
132,"집에 있는 꽈리 고추와 대추 넣었더니 더 맛있어요
맛있어서 몇 개 쟁여 놓을까 봐요","{'집에 있는 꽈리 고추와 대추 넣었더니 더 맛있어요': '활용 방법', '맛있어서 몇 개 쟁여 놓을까 봐요': '보관'}"
133,맛있어요 떡국 끓일 때 좋아요,"{'맛있어요': '맛/향/풍미', '떡국 끓일 때 좋아요': '활용 방법'}"
134,갈비 대가 몇 대 들어가 있고 짜지 않아서 맛있게 잘 먹었어요,"{'갈비 대가 몇 대 들어가 있고': '양', '짜지 않아서 맛있게 잘 먹었어요': '맛/향/풍미'}"
135,큰 뼈 3개에 적당한 고기 양과 깔끔한 국물로 괜찮아요,{'큰 뼈 3개에 적당한 고기 양과 깔끔한 국물로 괜찮아요': '양'}
136,남편이 갈비탕 겁나 좋아하는 데 몇 개 사서 실패하다가 얘는 존 맛이라며 좋아해요  컬리 주문할 때 얘는 두 개씩 껴서 주문하는 듯,"{'몇 개 사서 실패하다가 얘는 존 맛이라며 좋아해요': '맛/향/풍미', '컬리 주문할 때 얘는 두 개씩 껴서 주문하는 듯': '양'}"
137,국물 깔끔 고기 튼실 거를 타선이 없어요,"{'국물 깔끔': '맛/향/풍미', '고기 튼실': '양'}"
138,건더기가 푸짐한 게 맛있어요,{'건더기가 푸짐한 게 맛있어요': '맛/향/풍미'}
139,아직 먹어 보진 않았지만 간편하게 먹을 수 있어 좋아요,{'간편하게 먹을 수 있어 좋아요': '활용 방법'}
140,고기 양도 많고 맛있어요,"{'고기 양도 많고': '양', '맛있어요': '맛/향/풍미'}"
141,"항상 재구매템입니다

두 개 사야하는데
실수로 한 개만 사서
2인분으로 늘리느라

고기 육수와 부재료를 
추가했는데

기존에 뒷맛이 조금 짠 기가 돌았던 
오리지날 맛에서

풍부해진 국물 맛이 났어요

무와 전복 팽이버섯 추가를
추천합니다","{'항상 재구매템입니다': '보관', '두 개 사야하는데': '양', '2인분으로 늘리느라': '양', '기존에 뒷맛이 조금 짠 기가 돌았던': '맛/향/풍미', '풍부해진 국물 맛이 났어요': '맛/향/풍미', '무와 전복 팽이버섯 추가를 추천합니다': '활용 방법'}"
142,일단 사 봤는데 맛 있었으면,{}
143,"갈비가 통째로
맛도 좋고 재구매 합니다","{'갈비가 통째로': '양', '맛도 좋고': '맛/향/풍미', '재구매 합니다': '보관'}"
144,이십사 절기 소갈비탕 기대됩니다 ,{}
145,"여러 번 쟁여템입니다

고기가 질긴 날도 있는데
푸짐해서 좋아요","{'여러 번 쟁여템입니다': '보관', '고기가 질긴 날도 있는데': '맛/향/풍미', '푸짐해서 좋아요': '양'}"
146,갈비탕  맛있어요 고기도 많의 들어 있어요,"{'갈비탕  맛있어요': '맛/향/풍미', '고기도 많의 들어 있어요': '양'}"
147,한 번 정도 먹어 볼 만은합니다,{}
148,"제품이 터져서 왔습니다
조금 식 새고있내요
어떻게 환불 받을 수 있나요",{}
149,아이도 잘 먹고 맛있어서 자주 구매하는 상품입니다,"{'아이도 잘 먹고': '활용 방법', '맛있어서 자주 구매하는 상품입니다': '맛/향/풍미'}"
150,돼지고기 냄새 너무 많이 나요 ㅠ,{'돼지고기 냄새 너무 많이 나요 ㅠ': '맛/향/풍미'}
151,한옥 집 가서 먹는 게 젤 맛있 김치는 맛있고 고기가 별로 인데 여러 번 구매하게 되네요 ,"{'김치는 맛있고': '맛/향/풍미', '고기가 별로 인데 여러 번 구매하게 되네요': '양'}"
152,생각보다 너무 달고 신 맛이 전혀 나지 않는 김치였어요 그리고 고기가 매우 질기네요 ,"{'생각보다 너무 달고 신 맛이 전혀 나지 않는 김치였어요': '맛/향/풍미', '고기가 매우 질기네요': '맛/향/풍미'}"
153,음 두 번은 안 시켜 먹을 듯요,{}
154,"고기에서 이상한 맛이 나서
양파 참치 고춧가루 물 추가해서 끓였습니다



재구매 의사 05점","{'고기에서 이상한 맛이 나서': '맛/향/풍미', '양파 참치 고춧가루 물 추가해서 끓였습니다': '활용 방법'}"
155,"재구매는 안 할 듯 요
쏘쏘",{}
156,사실 원조 맛은 안 나요 고기가 좀 별로 같아요,"{'원조 맛은 안 나요': '맛/향/풍미', '고기가 좀 별로 같아요': '맛/향/풍미'}"
157,이거 한 끼 먹을 만해요 근데 고기는 좀 딱딱해요,"{'이거 한 끼 먹을 만해요': '양', '고기는 좀 딱딱해요': '맛/향/풍미'}"
158,"고기가 다 너무 심각하게 질겨요  
고기는 다 버렷어요 고기 특유 비린 맛도 나고 별로에요
고기가 얼마나 질긴지 숟가락으로 암만 눌러도 찢기질 않아요 이런 고기는 또 첨 봐서 동영상 찍었네요","{'고기가 다 너무 심각하게 질겨요': '맛/향/풍미', '고기는 다 버렷어요': '맛/향/풍미', '고기 특유 비린 맛도 나고 별로에요': '맛/향/풍미', '고기가 얼마나 질긴지 숟가락으로 암만 눌러도 찢기질 않아요': '맛/향/풍미', '이런 고기는 또 첨 봐서 동영상 찍었네요': '맛/향/풍미'}"
159,봉투에서 막 낸 상태입니다,{}
160,예전에는 되게 맛있게 먹었었는데 갑자기 고기 질이 너무 안 좋아졌어요 냄새가 많이 나서 먹기 불편해요,"{'고기 질이 너무 안 좋아졌어요': '맛/향/풍미', '냄새가 많이 나서 먹기 불편해요': '맛/향/풍미'}"
161,고기에서 냄새 나서 거의 못 먹고 버려요 예전에는 이렇지 않았는데 정말 실망입니다 ,"{'고기에서 냄새 나서 거의 못 먹고 버려요': '맛/향/풍미', '정말 실망입니다': '맛/향/풍미'}"
162, 맛은 있는데 고기에서 냄새 나요 ㅠ ,{'맛은 있는데 고기에서 냄새 나요': '맛/향/풍미'}
163,"쏘쏘

다시 주문하진 않을 듯
김치는 푹 잘 익었어요
꼬다리가 무를 정도","{'쏘쏘': '맛/향/풍미', '김치는 푹 잘 익었어요': '맛/향/풍미', '꼬다리가 무를 정도': '맛/향/풍미'}"
164,김치는 작은 포기의 14 정도이고 돼지고기가 꽤 많이 들어 있어요 고기는 좀 질깁니다 ,"{'김치는 작은 포기의 14 정도이고': '양', '돼지고기가 꽤 많이 들어 있어요': '양', '고기는 좀 질깁니다': '맛/향/풍미'}"
165,"사실 크게 기대 안 했는데 굉장히 만족이네요
냄새부터 맛있어서 사진 찍는 걸 깜빡해 버렸어요 ㅠ
고기 큼직하고 두툼하게 들어가 있고
김치도 너무 맛있어서 완전 밥도둑이에요
입맛 없을 때 완전 최고
김치 찜이라 국물이 엄청 많지는 않긴해요","{'냄새부터 맛있어서': '맛/향/풍미', '고기 큼직하고 두툼하게 들어가 있고': '양', '김치도 너무 맛있어서 완전 밥도둑이에요': '맛/향/풍미', '입맛 없을 때 완전 최고': '맛/향/풍미', '국물이 엄청 많지는 않긴해요': '양'}"
166,좀 니글거리고 조미료 맛이 강해요 김치도 흐물 그려서 별로였어요,"{'좀 니글거리고 조미료 맛이 강해요': '맛/향/풍미', '김치도 흐물 그려서 별로였어요': '맛/향/풍미'}"
167,"아 진짜 최악이에요 
식당 가서 먹을께요
사람들 기대하게 이렇게는 안 파시는 게 좋을껏 같아여 고기 색깔 거무스르름 
김치는 잘 익혀진 것도 아니고 
근데 식감은 물은 김치구 
아 제발 명성에 안 어울려요","{'아 진짜 최악이에요': '맛/향/풍미', '고기 색깔 거무스르름': '맛/향/풍미', '김치는 잘 익혀진 것도 아니고': '맛/향/풍미', '식감은 물은 김치구': '맛/향/풍미', '아 제발 명성에 안 어울려요': '맛/향/풍미'}"
168,고기에서 냄새가 너무 나네요 다시는 주문 안 할 듯 합니다 ,{'고기에서 냄새가 너무 나네요': '맛/향/풍미'}
169,김치 찜 간편하고 맛있어요,{'김치 찜 간편하고 맛있어요': '맛/향/풍미'}
170,"더운 날씨에 입맛 없어하시는 부모님께 보내 드렸습니다  
빠른 배송 그리고 맛까지 어느 하나 부족하지 않다고 좋아하셨습니다  
자주 부모님께 보내 드릴 생각입니다  ","{'빠른 배송': '포장/배송', '맛까지 어느 하나 부족하지 않다고 좋아하셨습니다': '맛/향/풍미'}"
171,김치는 굿 고기는 베드,"{'김치는 굿': '맛/향/풍미', '고기는 베드': '맛/향/풍미'}"
172,김치가 맛있어요 고기는 별로,"{'김치가 맛있어요': '맛/향/풍미', '고기는 별로': '맛/향/풍미'}"
173,간편한 식사 고기는 좀 먹고 싶지 않았음,{}
174,"피코크 금 돼지 좋아해서 요것도 주문했는데
묵은지라 신맛이 강하고 간이 센 듯 하지만 괜찮아요
우리 입 맛에는 금 돼지가 더 맛있는","{'묵은지라 신맛이 강하고 간이 센 듯 하지만 괜찮아요': '맛/향/풍미', '우리 입 맛에는 금 돼지가 더 맛있는': '맛/향/풍미'}"
175,"두부 추가해서 끓여 먹었어요
김치 양 많고 좋아요
고기는 좀 질겼어요","{'두부 추가해서 끓여 먹었어요': '활용 방법', '김치 양 많고 좋아요': '양', '고기는 좀 질겼어요': '맛/향/풍미'}"
176,"김치 찜
아들이
좋아해서 자주 주문합니다
",{}
177,"가격 대비 이렇게 훌륭한 고기 잡내 없고 넉넉
설탕 듬뿍 넣은 달달국물 아녀서 어찌나 반갑던지","{'가격 대비 이렇게 훌륭한 고기 잡내 없고 넉넉': '가격', '설탕 듬뿍 넣은 달달국물 아녀서 어찌나 반갑던지': '맛/향/풍미'}"
178,냉장 보관이네요 일 인분 양입니다,"{'냉장 보관이네요': '보관', '일 인분 양입니다': '양'}"
179,김치도 괜찮고 맛도 괜찮은데 고기가 너무 냄새 나서 못 먹을 지경 이네요 ,"{'김치도 괜찮고 맛도 괜찮은데': '맛/향/풍미', '고기가 너무 냄새 나서 못 먹을 지경 이네요': '맛/향/풍미'}"
180,여행 가서 먹기로는 최고,{}
181,고기가 두툼하고 질기고 맛 읎어요 구어 먹고 남은 삼겹살 넣고 끓이니 맛있어요,"{'고기가 두툼하고 질기고 맛 읎어요': '맛/향/풍미', '구어 먹고 남은 삼겹살 넣고 끓이니 맛있어요': '활용 방법'}"
182,괜찮았던 것 같아 재 구입했는데 고기가 좀 퍽퍽했어요,{'고기가 좀 퍽퍽했어요': '맛/향/풍미'}
183,"맛있어서 재구매했어요 
두부 한 모 물기 빼지 말고 넣어도 물을 좀 추가해서 끓여야겠더라구요","{'맛있어서 재구매했어요': '맛/향/풍미', '물기 빼지 말고 넣어도 물을 좀 추가해서 끓여야겠더라구요': '활용 방법'}"
184,고기가 좀 퍽퍽하긴한데 그거 빼면 맛도 양도 무난해요,"{'고기가 좀 퍽퍽하긴한데': '맛/향/풍미', '맛도 양도 무난해요': '맛/향/풍미'}"
185,"고기는 후기가 별로라 안 먹고 
집에 있는 쪽 갈비 넣어서 먹엇더니 넘 맛 잇엇어요 ","{'고기는 후기가 별로라 안 먹고': '양', '집에 있는 쪽 갈비 넣어서 먹엇더니 넘 맛 잇엇어요': '맛/향/풍미'}"
186,맛있어요 적당히 시고 달아요 계란말이나 계란찜해서 같이 드세요,"{'맛있어요': '맛/향/풍미', '적당히 시고 달아요': '맛/향/풍미', '계란말이나 계란찜해서 같이 드세요': '활용 방법'}"
187,이거 맛 괜찮음 굿,{'이거 맛 괜찮음': '맛/향/풍미'}
188,간 조금 더해서 국물 내고 먹어요 맛있어요,"{'간 조금 더해서 국물 내고 먹어요': '활용 방법', '맛있어요': '맛/향/풍미'}"
189,"고기 너무 맛없어요
고기는 하나도 안 먹음
어떤 느낌이냐면 무슨 돼지고기 김치찌개 컵라면에서 먹었던 맛 큰 버전이에요 이 때도 고기 안 먹음
그래도 김치는 맛있어요
차라리 가격 좀 더 올리더라도 밀 키트 고기처럼 하거나
김치만 따로 판매하는 게 날 듯 ㅠ","{'고기 너무 맛없어요': '맛/향/풍미', '고기는 하나도 안 먹음': '맛/향/풍미', '무슨 돼지고기 김치찌개 컵라면에서 먹었던 맛 큰 버전이에요': '맛/향/풍미', '그래도 김치는 맛있어요': '맛/향/풍미', '차라리 가격 좀 더 올리더라도 밀 키트 고기처럼 하거나': '가격', '김치만 따로 판매하는 게 날 듯 ㅠ': '가격'}"
